,symbol,name,codename
588,SH600750,江中药业,SH600750 江中药业
589,SH600751,海航科技,SH600751 海航科技
590,SH600753,庚星股份,SH600753 庚星股份
591,SH600754,锦江酒店,SH600754 锦江酒店
592,SH600755,厦门国贸,SH600755 厦门国贸
593,SH600756,浪潮软件,SH600756 浪潮软件
594,SH600757,长江传媒,SH600757 长江传媒
595,SH600758,辽宁能源,SH600758 辽宁能源
596,SH600759,ST洲际,SH600759 ST洲际
597,SH600760,中航沈飞,SH600760 中航沈飞
598,SH600761,安徽合力,SH600761 安徽合力
599,SH600763,通策医疗,SH600763 通策医疗
600,SH600764,中国海防,SH600764 中国海防
601,SH600765,中航重机,SH600765 中航重机
602,SH600766,园城黄金,SH600766 园城黄金
603,SH600767,*ST运盛,SH600767 *ST运盛
604,SH600768,宁波富邦,SH600768 宁波富邦
605,SH600769,祥龙电业,SH600769 祥龙电业
606,SH600770,综艺股份,SH600770 综艺股份
607,SH600771,广誉远,SH600771 广誉远
608,SH600773,西藏城投,SH600773 西藏城投
609,SH600774,汉商集团,SH600774 汉商集团
610,SH600775,南京熊猫,SH600775 南京熊猫
611,SH600776,东方通信,SH600776 东方通信
612,SH600777,新潮能源,SH600777 新潮能源
613,SH600778,友好集团,SH600778 友好集团
614,SH600779,水井坊,SH600779 水井坊
615,SH600780,通宝能源,SH600780 通宝能源
616,SH600781,*ST辅仁,SH600781 *ST辅仁
617,SH600782,新钢股份,SH600782 新钢股份
618,SH600783,鲁信创投,SH600783 鲁信创投
619,SH600784,鲁银投资,SH600784 鲁银投资
620,SH600785,新华百货,SH600785 新华百货
621,SH600787,中储股份,SH600787 中储股份
622,SH600789,鲁抗医药,SH600789 鲁抗医药
623,SH600790,轻纺城,SH600790 轻纺城
624,SH600791,京能置业,SH600791 京能置业
625,SH600792,云煤能源,SH600792 云煤能源
626,SH600793,宜宾纸业,SH600793 宜宾纸业
627,SH600794,保税科技,SH600794 保税科技
628,SH600795,国电电力,SH600795 国电电力
629,SH600796,钱江生化,SH600796 钱江生化
630,SH600797,浙大网新,SH600797 浙大网新
631,SH600798,宁波海运,SH600798 宁波海运
632,SH600800,渤海化学,SH600800 渤海化学
633,SH600801,华新水泥,SH600801 华新水泥
634,SH600802,福建水泥,SH600802 福建水泥
635,SH600803,新奥股份,SH600803 新奥股份
636,SH600804,ST鹏博士,SH600804 ST鹏博士
637,SH600805,悦达投资,SH600805 悦达投资
638,SH600807,济南高新,SH600807 济南高新
639,SH600808,马钢股份,SH600808 马钢股份
640,SH600809,山西汾酒,SH600809 山西汾酒
641,SH600810,神马股份,SH600810 神马股份
642,SH600811,东方集团,SH600811 东方集团
643,SH600812,华北制药,SH600812 华北制药
644,SH600814,杭州解百,SH600814 杭州解百
645,SH600815,厦工股份,SH600815 厦工股份
646,SH600816,ST安信,SH600816 ST安信
647,SH600817,宇通重工,SH600817 宇通重工
648,SH600818,中路股份,SH600818 中路股份
649,SH600819,耀皮玻璃,SH600819 耀皮玻璃
650,SH600820,隧道股份,SH600820 隧道股份
651,SH600821,金开新能,SH600821 金开新能
652,SH600822,上海物贸,SH600822 上海物贸
653,SH600823,世茂股份,SH600823 世茂股份
654,SH600824,益民集团,SH600824 益民集团
655,SH600825,新华传媒,SH600825 新华传媒
656,SH600826,兰生股份,SH600826 兰生股份
657,SH600827,百联股份,SH600827 百联股份
658,SH600828,茂业商业,SH600828 茂业商业
659,SH600829,人民同泰,SH600829 人民同泰
660,SH600830,香溢融通,SH600830 香溢融通
661,SH600831,广电网络,SH600831 广电网络
662,SH600833,第一医药,SH600833 第一医药
663,SH600834,申通地铁,SH600834 申通地铁
664,SH600835,上海机电,SH600835 上海机电
665,SH600836,上海易连,SH600836 上海易连
666,SH600837,海通证券,SH600837 海通证券
667,SH600838,上海九百,SH600838 上海九百
668,SH600839,四川长虹,SH600839 四川长虹
669,SH600841,动力新科,SH600841 动力新科
670,SH600843,上工申贝,SH600843 上工申贝
671,SH600844,丹化科技,SH600844 丹化科技
672,SH600845,宝信软件,SH600845 宝信软件
673,SH600846,同济科技,SH600846 同济科技
674,SH600847,万里股份,SH600847 万里股份
675,SH600848,上海临港,SH600848 上海临港
676,SH600850,电科数字,SH600850 电科数字
677,SH600851,海欣股份,SH600851 海欣股份
678,SH600853,龙建股份,SH600853 龙建股份
679,SH600854,春兰股份,SH600854 春兰股份
680,SH600855,航天长峰,SH600855 航天长峰
681,SH600857,宁波中百,SH600857 宁波中百
682,SH600858,银座股份,SH600858 银座股份
683,SH600859,王府井,SH600859 王府井
684,SH600860,京城股份,SH600860 京城股份
685,SH600861,北京城乡,SH600861 北京城乡
686,SH600862,中航高科,SH600862 中航高科
687,SH600863,内蒙华电,SH600863 内蒙华电
688,SH600864,哈投股份,SH600864 哈投股份
689,SH600865,百大集团,SH600865 百大集团
690,SH600866,星湖科技,SH600866 星湖科技
691,SH600867,通化东宝,SH600867 通化东宝
692,SH600868,梅雁吉祥,SH600868 梅雁吉祥
693,SH600869,远东股份,SH600869 远东股份
694,SH600871,石化油服,SH600871 石化油服
695,SH600872,中炬高新,SH600872 中炬高新
696,SH600873,梅花生物,SH600873 梅花生物
697,SH600874,创业环保,SH600874 创业环保
698,SH600875,东方电气,SH600875 东方电气
699,SH600876,凯盛新能,SH600876 凯盛新能
700,SH600877,电科芯片,SH600877 电科芯片
701,SH600879,航天电子,SH600879 航天电子
702,SH600880,博瑞传播,SH600880 博瑞传播
703,SH600881,亚泰集团,SH600881 亚泰集团
704,SH600882,妙可蓝多,SH600882 妙可蓝多
705,SH600883,博闻科技,SH600883 博闻科技
706,SH600884,杉杉股份,SH600884 杉杉股份
707,SH600885,宏发股份,SH600885 宏发股份
708,SH600886,国投电力,SH600886 国投电力
709,SH600887,伊利股份,SH600887 伊利股份
710,SH600888,新疆众和,SH600888 新疆众和
711,SH600889,南京化纤,SH600889 南京化纤
712,SH600892,大晟文化,SH600892 大晟文化
713,SH600893,航发动力,SH600893 航发动力
714,SH600894,广日股份,SH600894 广日股份
715,SH600895,张江高科,SH600895 张江高科
716,SH600897,厦门空港,SH600897 厦门空港
717,SH600898,国美通讯,SH600898 国美通讯
718,SH600900,长江电力,SH600900 长江电力
719,SH600901,江苏金租,SH600901 江苏金租
720,SH600903,贵州燃气,SH600903 贵州燃气
721,SH600905,三峡能源,SH600905 三峡能源
722,SH600906,财达证券,SH600906 财达证券
723,SH600908,无锡银行,SH600908 无锡银行
724,SH600909,华安证券,SH600909 华安证券
725,SH600916,中国黄金,SH600916 中国黄金
726,SH600917,重庆燃气,SH600917 重庆燃气
727,SH600918,中泰证券,SH600918 中泰证券
728,SH600919,江苏银行,SH600919 江苏银行
729,SH600925,苏能股份,SH600925 苏能股份
730,SH600926,杭州银行,SH600926 杭州银行
731,SH600927,永安期货,SH600927 永安期货
732,SH600928,西安银行,SH600928 西安银行
733,SH600929,雪天盐业,SH600929 雪天盐业
734,SH600933,爱柯迪,SH600933 爱柯迪
735,SH600935,华塑股份,SH600935 华塑股份
736,SH600936,广西广电,SH600936 广西广电
737,SH600938,中国海油,SH600938 中国海油
738,SH600939,重庆建工,SH600939 重庆建工
739,SH600941,中国移动,SH600941 中国移动
740,SH600955,维远股份,SH600955 维远股份
741,SH600956,新天绿能,SH600956 新天绿能
742,SH600958,东方证券,SH600958 东方证券
743,SH600959,江苏有线,SH600959 江苏有线
744,SH600960,渤海汽车,SH600960 渤海汽车
745,SH600961,株冶集团,SH600961 株冶集团
746,SH600962,国投中鲁,SH600962 国投中鲁
747,SH600963,岳阳林纸,SH600963 岳阳林纸
748,SH600965,福成股份,SH600965 福成股份
749,SH600966,博汇纸业,SH600966 博汇纸业
750,SH600967,内蒙一机,SH600967 内蒙一机
751,SH600968,海油发展,SH600968 海油发展
752,SH600969,郴电国际,SH600969 郴电国际
753,SH600970,中材国际,SH600970 中材国际
754,SH600971,恒源煤电,SH600971 恒源煤电
755,SH600973,宝胜股份,SH600973 宝胜股份
756,SH600975,新五丰,SH600975 新五丰
757,SH600976,健民集团,SH600976 健民集团
758,SH600977,中国电影,SH600977 中国电影
759,SH600979,广安爱众,SH600979 广安爱众
760,SH600980,北矿科技,SH600980 北矿科技
761,SH600981,汇鸿集团,SH600981 汇鸿集团
762,SH600982,宁波能源,SH600982 宁波能源
763,SH600983,惠而浦,SH600983 惠而浦
764,SH600984,建设机械,SH600984 建设机械
765,SH600985,淮北矿业,SH600985 淮北矿业
766,SH600986,浙文互联,SH600986 浙文互联
767,SH600987,航民股份,SH600987 航民股份
768,SH600988,赤峰黄金,SH600988 赤峰黄金
769,SH600989,宝丰能源,SH600989 宝丰能源
770,SH600990,四创电子,SH600990 四创电子
771,SH600992,贵绳股份,SH600992 贵绳股份
772,SH600993,马应龙,SH600993 马应龙
773,SH600995,南网储能,SH600995 南网储能
774,SH600996,贵广网络,SH600996 贵广网络
775,SH600997,开滦股份,SH600997 开滦股份
776,SH600998,九州通,SH600998 九州通
777,SH600999,招商证券,SH600999 招商证券
778,SH601000,唐山港,SH601000 唐山港
779,SH601001,晋控煤业,SH601001 晋控煤业
780,SH601002,晋亿实业,SH601002 晋亿实业
781,SH601003,柳钢股份,SH601003 柳钢股份
782,SH601005,重庆钢铁,SH601005 重庆钢铁
783,SH601006,大秦铁路,SH601006 大秦铁路
784,SH601007,金陵饭店,SH601007 金陵饭店
785,SH601008,连云港,SH601008 连云港
786,SH601009,南京银行,SH601009 南京银行
787,SH601010,文峰股份,SH601010 文峰股份
788,SH601011,宝泰隆,SH601011 宝泰隆
789,SH601012,隆基绿能,SH601012 隆基绿能
790,SH601015,陕西黑猫,SH601015 陕西黑猫
791,SH601016,节能风电,SH601016 节能风电
792,SH601018,宁波港,SH601018 宁波港
793,SH601019,山东出版,SH601019 山东出版
794,SH601020,华钰矿业,SH601020 华钰矿业
795,SH601021,春秋航空,SH601021 春秋航空
796,SH601022,宁波远洋,SH601022 宁波远洋
797,SH601028,玉龙股份,SH601028 玉龙股份
798,SH601038,一拖股份,SH601038 一拖股份
799,SH601058,赛轮轮胎,SH601058 赛轮轮胎
800,SH601059,信达证券,SH601059 信达证券
801,SH601066,中信建投,SH601066 中信建投
802,SH601068,中铝国际,SH601068 中铝国际
803,SH601069,西部黄金,SH601069 西部黄金
804,SH601077,渝农商行,SH601077 渝农商行
805,SH601077,渝农商行,SH601077 渝农商行
806,SH601086,国芳集团,SH601086 国芳集团
807,SH601088,中国神华,SH601088 中国神华
808,SH601089,福元医药,SH601089 福元医药
809,SH601098,中南传媒,SH601098 中南传媒
810,SH601099,太平洋,SH601099 太平洋
811,SH601100,恒立液压,SH601100 恒立液压
812,SH601101,昊华能源,SH601101 昊华能源
813,SH601106,中国一重,SH601106 中国一重
814,SH601107,四川成渝,SH601107 四川成渝
815,SH601108,财通证券,SH601108 财通证券
816,SH601111,中国国航,SH601111 中国国航
817,SH601113,华鼎股份,SH601113 华鼎股份
818,SH601117,中国化学,SH601117 中国化学
819,SH601118,海南橡胶,SH601118 海南橡胶
820,SH601121,宝地矿业,SH601121 宝地矿业
821,SH601126,四方股份,SH601126 四方股份
822,SH601127,赛力斯,SH601127 赛力斯
823,SH601128,常熟银行,SH601128 常熟银行
824,SH601133,C柏诚,SH601133 C柏诚
825,SH601136,首创证券,SH601136 首创证券
826,SH601137,博威合金,SH601137 博威合金
827,SH601138,工业富联,SH601138 工业富联
828,SH601139,深圳燃气,SH601139 深圳燃气
829,SH601155,新城控股,SH601155 新城控股
830,SH601156,东航物流,SH601156 东航物流
831,SH601158,重庆水务,SH601158 重庆水务
832,SH601162,天风证券,SH601162 天风证券
833,SH601163,三角轮胎,SH601163 三角轮胎
834,SH601166,兴业银行,SH601166 兴业银行
835,SH601168,西部矿业,SH601168 西部矿业
836,SH601169,北京银行,SH601169 北京银行
837,SH601177,杭齿前进,SH601177 杭齿前进
838,SH601179,中国西电,SH601179 中国西电
839,SH601186,中国铁建,SH601186 中国铁建
840,SH601187,厦门银行,SH601187 厦门银行
841,SH601188,龙江交通,SH601188 龙江交通
842,SH601198,东兴证券,SH601198 东兴证券
843,SH601199,江南水务,SH601199 江南水务
844,SH601200,上海环境,SH601200 上海环境
845,SH601208,东材科技,SH601208 东材科技
846,SH601211,国泰君安,SH601211 国泰君安
847,SH601212,白银有色,SH601212 白银有色
848,SH601216,君正集团,SH601216 君正集团
849,SH601218,吉鑫科技,SH601218 吉鑫科技
850,SH601222,林洋能源,SH601222 林洋能源
851,SH601225,陕西煤业,SH601225 陕西煤业
852,SH601226,华电重工,SH601226 华电重工
853,SH601228,广州港,SH601228 广州港
854,SH601229,上海银行,SH601229 上海银行
855,SH601231,环旭电子,SH601231 环旭电子
856,SH601233,桐昆股份,SH601233 桐昆股份
857,SH601236,红塔证券,SH601236 红塔证券
858,SH601238,广汽集团,SH601238 广汽集团
859,SH601258,庞大集团,SH601258 庞大集团
860,SH601279,英利汽车,SH601279 英利汽车
861,SH601288,农业银行,SH601288 农业银行
862,SH601298,青岛港,SH601298 青岛港
863,SH601311,骆驼股份,SH601311 骆驼股份
864,SH601318,中国平安,SH601318 中国平安
865,SH601319,中国人保,SH601319 中国人保
866,SH601326,秦港股份,SH601326 秦港股份
867,SH601328,交通银行,SH601328 交通银行
868,SH601330,绿色动力,SH601330 绿色动力
869,SH601333,广深铁路,SH601333 广深铁路
870,SH601336,新华保险,SH601336 新华保险
871,SH601339,百隆东方,SH601339 百隆东方
872,SH601360,三六零,SH601360 三六零
873,SH601366,利群股份,SH601366 利群股份
874,SH601368,绿城水务,SH601368 绿城水务
875,SH601369,陕鼓动力,SH601369 陕鼓动力
876,SH601375,中原证券,SH601375 中原证券
877,SH601377,兴业证券,SH601377 兴业证券
878,SH601388,怡球资源,SH601388 怡球资源
879,SH601390,中国中铁,SH601390 中国中铁
880,SH601398,工商银行,SH601398 工商银行
881,SH601399,国机重装,SH601399 国机重装
882,SH601456,国联证券,SH601456 国联证券
883,SH601500,通用股份,SH601500 通用股份
884,SH601512,中新集团,SH601512 中新集团
885,SH601515,东风股份,SH601515 东风股份
886,SH601518,吉林高速,SH601518 吉林高速
887,SH601519,大智慧,SH601519 大智慧
888,SH601528,瑞丰银行,SH601528 瑞丰银行
889,SH601555,东吴证券,SH601555 东吴证券
890,SH601566,九牧王,SH601566 九牧王
891,SH601567,三星医疗,SH601567 三星医疗
892,SH601568,北元集团,SH601568 北元集团
893,SH601577,长沙银行,SH601577 长沙银行
894,SH601579,会稽山,SH601579 会稽山
895,SH601588,北辰实业,SH601588 北辰实业
896,SH601595,上海电影,SH601595 上海电影
897,SH601598,中国外运,SH601598 中国外运
898,SH601599,浙文影业,SH601599 浙文影业
899,SH601600,中国铝业,SH601600 中国铝业
900,SH601601,中国太保,SH601601 中国太保
901,SH601606,长城军工,SH601606 长城军工
902,SH601607,上海医药,SH601607 上海医药
903,SH601608,中信重工,SH601608 中信重工
904,SH601609,金田股份,SH601609 金田股份
905,SH601611,中国核建,SH601611 中国核建
906,SH601615,明阳智能,SH601615 明阳智能
907,SH601616,广电电气,SH601616 广电电气
908,SH601618,中国中冶,SH601618 中国中冶
909,SH601619,嘉泽新能,SH601619 嘉泽新能
910,SH601628,中国人寿,SH601628 中国人寿
911,SH601633,长城汽车,SH601633 长城汽车
912,SH601636,旗滨集团,SH601636 旗滨集团
913,SH601658,邮储银行,SH601658 邮储银行
914,SH601665,齐鲁银行,SH601665 齐鲁银行
915,SH601666,平煤股份,SH601666 平煤股份
916,SH601668,中国建筑,SH601668 中国建筑
917,SH601669,中国电建,SH601669 中国电建
918,SH601677,明泰铝业,SH601677 明泰铝业
919,SH601678,滨化股份,SH601678 滨化股份
920,SH601686,友发集团,SH601686 友发集团
921,SH601688,华泰证券,SH601688 华泰证券
922,SH601689,拓普集团,SH601689 拓普集团
923,SH601696,中银证券,SH601696 中银证券
924,SH601698,中国卫通,SH601698 中国卫通
925,SH601699,潞安环能,SH601699 潞安环能
926,SH601700,风范股份,SH601700 风范股份
927,SH601702,华峰铝业,SH601702 华峰铝业
928,SH601717,郑煤机,SH601717 郑煤机
929,SH601718,际华集团,SH601718 际华集团
930,SH601727,上海电气,SH601727 上海电气
931,SH601728,中国电信,SH601728 中国电信
932,SH601766,中国中车,SH601766 中国中车
933,SH601777,力帆科技,SH601777 力帆科技
934,SH601778,晶科科技,SH601778 晶科科技
935,SH601788,光大证券,SH601788 光大证券
936,SH601789,宁波建工,SH601789 宁波建工
937,SH601798,蓝科高新,SH601798 蓝科高新
938,SH601799,星宇股份,SH601799 星宇股份
939,SH601800,中国交建,SH601800 中国交建
940,SH601801,皖新传媒,SH601801 皖新传媒
941,SH601808,中海油服,SH601808 中海油服
942,SH601811,新华文轩,SH601811 新华文轩
943,SH601816,京沪高铁,SH601816 京沪高铁
944,SH601818,光大银行,SH601818 光大银行
945,SH601825,沪农商行,SH601825 沪农商行
946,SH601827,三峰环境,SH601827 三峰环境
947,SH601828,美凯龙,SH601828 美凯龙
948,SH601838,成都银行,SH601838 成都银行
949,SH601857,中国石油,SH601857 中国石油
950,SH601858,中国科传,SH601858 中国科传
951,SH601860,紫金银行,SH601860 紫金银行
952,SH601865,福莱特,SH601865 福莱特
953,SH601866,中远海发,SH601866 中远海发
